key,name,lat,lon,huc,state,year,on_site_release_lb,zone_class,mask_2008_point,p_max,p_mean,p_max_note,p_max_dr,p_max_dc,p_max_zone_class,p_max_hand,p_max_dist_flowline,p_max_dist_waterbody,n_buffer_cells,d1_eligible,d2,d1_t_0p50,d1_t_0p75,d1_t_0p90
110033201041,NICE-PAK PRODUCTS INC.,39.620812,-86.364427,05120201,IN,2023,460.3,unshaded_x,1,0.3832913041114807,0.09605701267719269,adjacent_hydro_cell,2,-2,unshaded_x,0.0,0.0,635.6885986328125,81,True,False,False,False,False
110012273057,TOA (USA) LLC,39.595297,-86.376599,05120201,IN,2023,0.13,unshaded_x,1,0.1938275396823883,0.010418559424579144,neighboring_land_cell,-3,0,unshaded_x,7.7308807373046875,123.69316864013672,390.0,81,True,False,False,False,False
110056970461,STEEL DYNAMICS INC-ENGINEERED BAR PRODUCTS DIV,39.874966,-86.482122,05120201,IN,2023,12858.820071099999,unshaded_x,1,0.38664886355400085,0.06271971762180328,adjacent_hydro_cell,4,-2,unshaded_x,0.0,258.06976318359375,0.0,81,True,False,False,False,False
110042001062,BODYCOTE THERMAL PROCESSING INC,39.794998,-86.168422,05120201,IN,2023,10.0,unshaded_x,1,0.11202237755060196,0.030748048797249794,neighboring_land_cell,3,0,unshaded_x,3.076690673828125,371.0794982910156,450.0,81,True,False,False,False,False
110000396839,STERLING FLUID SYSTEMS DBA PEERLESS PUMP CO.,39.793373,-86.168403,05120201,IN,2023,10.25,unshaded_x,1,0.1166887953877449,0.03833127021789551,neighboring_land_cell,-1,-3,unshaded_x,3.0727081298828125,420.0,349.85711669921875,81,True,False,False,False,False
110001368528,HOLCIM SOLUTIONS & PRODUCTS (US) LLC,39.714514,-86.063512,05120201,IN,2023,0.9768,unshaded_x,1,0.22378133237361908,0.03675533086061478,neighboring_land_cell,2,-2,unshaded_x,0.625030517578125,127.27922058105469,182.48287963867188,81,True,False,False,False,False
110001351796,GEIGER & PETERS INC,39.755945,-86.1019,05120201,IN,2023,160.99,unshaded_x,1,0.6245298981666565,0.07661094516515732,neighboring_land_cell,1,-1,unshaded_x,0.0,60.0,915.8602294921875,81,True,False,True,False,False
110003134796,OLDCASTLE APG - INDIANAPOLIS,39.722601,-86.144265,05120201,IN,2023,0.08669,unshaded_x,1,0.3198660612106323,0.054150164127349854,neighboring_land_cell,2,-3,unshaded_x,0.0,108.16654205322266,595.4829711914062,81,True,False,False,False,False
110000396937,BRULIN HOLDING CO INC.,39.809958,-86.135673,05120201,IN,2023,28.973000000000003,unshaded_x,1,0.028743194416165352,0.012151523493230343,neighboring_land_cell,-3,4,unshaded_x,2.1102142333984375,212.1320343017578,1317.9530029296875,81,True,False,False,False,False
110000742019,ROLLS-ROYCE CORP-INDIANAPOLIS OPERATIONS CAMPUS,39.739703,-86.215876,05120201,IN,2023,33.76,unshaded_x,1,0.2576471269130707,0.10344565659761429,neighboring_land_cell,3,2,unshaded_x,0.0,90.0,513.5172729492188,81,True,False,False,False,False
110000396946,ALLISON TRANSMISSION INC,39.781319,-86.237023,05120201,IN,2023,3862.32,unshaded_x,1,0.3060392737388611,0.06777159124612808,neighboring_land_cell,1,4,unshaded_x,1.2597808837890625,120.0,90.0,81,True,False,False,False,False
110000396955,THOMAS & SKINNER INC,39.799529,-86.139851,05120201,IN,2023,0.0,unshaded_x,1,0.014754180796444416,0.006898264866322279,neighboring_land_cell,-1,3,unshaded_x,3.001007080078125,558.0322875976562,1183.76513671875,81,True,False,False,False,False
110000396973,PRYSMIAN CABLES & SYSTEMS USA LLC,39.764276,-86.30165,05120201,IN,2023,37.0,unshaded_x,1,0.37362638115882874,0.07796788215637207,neighboring_land_cell,3,-2,unshaded_x,1.2438812255859375,228.4731903076172,258.06976318359375,81,True,False,False,False,False
110000396991,IPL HARDING STREET GENERATING STATION,39.711262,-86.187001,05120201,IN,2023,0.0,unshaded_x,1,0.0386882983148098,0.016471542418003082,neighboring_land_cell,-4,1,unshaded_x,1.5032806396484375,180.0,364.96575927734375,81,True,False,False,False,False
110000397008,ROYAL SPA CORP,39.685576,-86.196504,05120201,IN,2023,4950.0,unshaded_x,1,0.7735424041748047,0.11286924034357071,adjacent_hydro_cell,-4,1,sfha,0.0,484.6648254394531,0.0,81,True,False,True,True,False
110000397026,COLORS INC,39.816444,-86.070513,05120201,IN,2023,10.0,unshaded_x,1,0.5302104353904724,0.06766490638256073,neighboring_land_cell,-3,-1,unshaded_x,0.0,60.0,421.070068359375,81,True,False,True,False,False
110000397053,MAJOR TOOL & MACHINE INC.,39.792238,-86.133806,05120201,IN,2023,86.0,unshaded_x,1,0.0033169533126056194,0.0011318591423332691,neighboring_land_cell,3,4,unshaded_x,8.438156127929688,660.6814575195312,1207.4766845703125,81,True,False,False,False,False
110002114569,GTP LLC./MI-TECH TUNGSTEN METALS LLC,39.807351,-86.090663,05120201,IN,2023,0.0,unshaded_x,1,0.03137384355068207,0.005517791491001844,neighboring_land_cell,4,0,unshaded_x,1.521270751953125,300.0,335.4101867675781,81,True,False,False,False,False
110000493635,CROSSROAD FARMS DAIRY,39.766979,-86.040514,05120201,IN,2023,0.0,unshaded_x,1,0.27158159017562866,0.07390546798706055,adjacent_hydro_cell,-3,-4,unshaded_x,0.0,0.0,300.0,81,True,False,False,False,False
110000397151,SCHLAGE LOCK CO LLC,39.806911,-86.018133,05120201,IN,2023,71.03,unshaded_x,1,0.1410856395959854,0.027891330420970917,neighboring_land_cell,-4,3,unshaded_x,0.0,30.0,420.0,81,True,False,False,False,False
110071356663,ADVANCED AQUATICS LLC DBA MAHI INTERNATIONAL,39.789957,-86.304709,05120201,IN,2023,0.0,unshaded_x,1,0.22472445666790009,0.04507361724972725,neighboring_land_cell,4,4,unshaded_x,2.7200469970703125,295.4657287597656,271.66156005859375,81,True,False,False,False,False
110071731485,LENEX STEEL CO,39.809752,-86.018213,05120201,IN,2023,37.36,unshaded_x,1,0.147038072347641,0.05360690876841545,neighboring_land_cell,4,3,unshaded_x,0.0,42.42640686035156,400.2499084472656,81,True,False,False,False,False
110070813971,SCHLAGE LOCK CO LLC,39.81131,-86.018635,05120201,IN,2023,1.1400000000000001,unshaded_x,1,0.1312084197998047,0.024171659722924232,adjacent_hydro_cell,-4,0,unshaded_x,0.0,360.0,0.0,80,True,False,False,False,False
110000397179,LORD CORP,39.875877,-86.084589,05120201,IN,2023,0.12,unshaded_x,1,0.3103716969490051,0.09952519088983536,adjacent_hydro_cell,1,-4,shaded_x,0.0,0.0,846.9356689453125,81,True,False,False,False,False
110000397197,INGREDION INC INDIANAPOLIS PLANT,39.746251,-86.176222,05120201,IN,2023,19247.370000000003,unshaded_x,1,0.7358691692352295,0.2502281069755554,neighboring_land_cell,-3,2,unshaded_x,0.0,210.0,1290.0,81,True,False,True,False,False
110000493644,HERITAGE-CRYSTAL CLEAN LLC - RE-REFINERY,39.780395,-86.227694,05120201,IN,2023,60.0,unshaded_x,1,0.3046077489852905,0.0459449477493763,neighboring_land_cell,-4,-1,shaded_x,0.593780517578125,67.08203887939453,600.0,81,True,False,False,False,False
110000397240,LINDE GAS & EQUIPMENT,39.784355,-86.234776,05120201,IN,2023,1048.0,unshaded_x,1,0.7625402808189392,0.19238290190696716,neighboring_land_cell,4,-4,unshaded_x,0.0,342.0526123046875,84.85281372070312,81,True,False,True,True,False
110000747087,LINDE ADVANCED MATERIAL TECHNOLOGIES INC,39.7857,-86.23488,05120201,IN,2023,795.1700000000001,unshaded_x,1,0.5466086864471436,0.24002541601657867,neighboring_land_cell,0,-1,unshaded_x,0.0,424.2640686035156,300.0,81,True,False,True,False,False
110000397302,MPLX TERMINALS LLC - SPEEDWAY IN TERMINAL,39.782952,-86.225306,05120201,IN,2023,3390.0,unshaded_x,1,0.037575043737888336,0.017912862822413445,neighboring_land_cell,-3,-1,unshaded_x,3.7427520751953125,342.0526123046875,800.4998168945312,81,True,False,False,False,False
110000397348,BRENNTAG MID-SOUTH INC,39.814274,-86.009615,05120201,IN,2023,2728.0,unshaded_x,1,0.15391331911087036,0.05921582877635956,adjacent_hydro_cell,2,-3,unshaded_x,0.0,0.0,42.42640686035156,43,True,False,False,False,False
110069619880,GREENLEAF FOODS SPC - INDIANAPOLIS,39.816531,-86.014311,05120201,IN,2023,0.0,unshaded_x,1,0.19915981590747833,0.04992740973830223,neighboring_land_cell,4,-2,unshaded_x,3.248291015625,417.8516540527344,90.0,81,True,False,False,False,False
110071432935,QUIKRETE - INDIANAPOLIS IN PLANT,39.85508,-86.11248,05120201,IN,2023,0.314,unshaded_x,1,0.6309250593185425,0.04621746391057968,adjacent_hydro_cell,4,3,shaded_x,0.0,335.4101867675781,0.0,81,True,False,True,False,False
110071640352,SEALMASTER,39.715448,-86.141082,05120201,IN,2023,0.357,unshaded_x,1,0.21997517347335815,0.06327715516090393,adjacent_hydro_cell,-3,-2,unshaded_x,0.0,0.0,618.4658203125,81,True,False,False,False,False
110000493653,CARRIER CORP - INDIANAPOLIS,39.74969,-86.289299,05120201,IN,2023,0.0,unshaded_x,1,0.1314420998096466,0.01817258633673191,adjacent_hydro_cell,3,4,unshaded_x,0.0,268.3281555175781,0.0,81,True,False,False,False,False
110000397400,MICRONUTRIENTS USA LLC,39.743146,-86.297433,05120201,IN,2023,14197.0,unshaded_x,1,0.3084210455417633,0.10283567756414413,adjacent_hydro_cell,-3,3,unshaded_x,0.0,30.0,0.0,81,True,False,False,False,False
110000397419,ECOBAT RESOURCES INDIANA LLC,39.749574,-86.300666,05120201,IN,2023,84.1,unshaded_x,1,0.2960588335990906,0.11388837546110153,adjacent_hydro_cell,4,-4,floodway,0.0,0.0,362.49139404296875,81,True,False,False,False,False
110000397428,SUMCO LLC,39.747162,-86.288874,05120201,IN,2023,0.0,unshaded_x,1,0.38664886355400085,0.10686150193214417,neighboring_land_cell,2,-2,unshaded_x,0.0,30.0,234.3074951171875,81,True,False,False,False,False
110038493056,PHOENIX FABRICATORS & ERECTORS INC,39.760295,-86.361843,05120201,IN,2023,114.1292,unshaded_x,1,0.20715734362602234,0.03097742237150669,neighboring_land_cell,-2,4,unshaded_x,0.0,60.0,108.16654205322266,81,True,False,False,False,False
110039019834,CORPORATE SYSTEMS ENGINEERING,39.752195,-86.045144,05120201,IN,2023,0.39,unshaded_x,1,0.18378998339176178,0.036197908222675323,neighboring_land_cell,-4,4,unshaded_x,1.848785400390625,201.24612426757812,150.0,81,True,False,False,False,False
110000397473,ROLLS-ROYCE CORP SINGLE CRYSTAL OPERATION,39.721936,-86.256764,05120201,IN,2023,0.0,unshaded_x,1,0.19093823432922363,0.03460182622075081,neighboring_land_cell,-4,1,unshaded_x,0.0,30.0,750.0,81,True,False,False,False,False
110000397516,1500 SOUTH TIBBS LLC,39.744302,-86.216087,05120201,IN,2023,16624.0,unshaded_x,1,0.08540565520524979,0.04131148010492325,neighboring_land_cell,-2,-4,unshaded_x,1.78265380859375,300.0,313.2091979980469,81,True,False,False,False,False
110020518411,SVC MANUFACTURING,39.678131,-86.298355,05120201,IN,2023,0.0,unshaded_x,1,0.15507815778255463,0.03745223954319954,neighboring_land_cell,-1,4,unshaded_x,0.8232421875,30.0,42.42640686035156,81,True,False,False,False,False
110070790389,NELSON GLOBAL PRODUCTS,39.722891,-86.2612,05120201,IN,2023,0.0,unshaded_x,1,0.3522314429283142,0.0650750994682312,neighboring_land_cell,4,-3,unshaded_x,0.0,90.0,636.3961181640625,81,True,False,False,False,False
110041351195,MULTI PACKAGING SOLUTIONS,39.738715,-86.261281,05120201,IN,2023,207.0,unshaded_x,1,0.14722450077533722,0.031157564371824265,adjacent_hydro_cell,4,4,unshaded_x,0.0,0.0,713.0918579101562,81,True,False,False,False,False
110010289017,DORMAKABA USA INC.,39.890568,-86.061014,05120201,IN,2023,83.0,unshaded_x,1,0.22310687601566315,0.05343266949057579,neighboring_land_cell,-4,-3,unshaded_x,0.0,108.16654205322266,342.0526123046875,81,True,False,False,False,False
110000397623,CONAGRA FOODS INC,39.867637,-86.233501,05120201,IN,2023,0.0,unshaded_x,1,0.07730868458747864,0.01786939613521099,neighboring_land_cell,0,4,unshaded_x,1.5968017578125,212.1320343017578,150.0,81,True,False,False,False,False
110022827618,PIEZOTECH LLC,39.908371,-86.240748,05120201,IN,2023,2.0,unshaded_x,1,0.16296447813510895,0.05699349567294121,neighboring_land_cell,2,-1,unshaded_x,1.553253173828125,390.0,241.86773681640625,81,True,False,False,False,False
110000397632,ELLIOTT CO OF INDIANAPOLI S INC.,39.919304,-86.259945,05120201,IN,2023,1950.0,unshaded_x,1,0.05083508417010307,0.004392988048493862,neighboring_land_cell,4,-4,unshaded_x,2.807342529296875,108.16654205322266,305.941162109375,81,True,False,False,False,False
110013398420,EXELEAD INC.,39.880464,-86.231527,05120201,IN,2023,0.0,unshaded_x,1,0.13016918301582336,0.03312436863780022,adjacent_hydro_cell,3,4,unshaded_x,0.0,0.0,150.0,81,True,False,False,False,False
110040926004,MPLX TERMINALS LLC - INDIANAPOLIS IN TERMINAL,39.923143,-86.243342,05120201,IN,2023,5156.0,unshaded_x,1,0.2713421583175659,0.07228642702102661,neighboring_land_cell,1,4,unshaded_x,1.988372802734375,189.73666381835938,90.0,81,True,False,False,False,False
110000397678,AEARO TECHNOLOGIES LLC,39.8964,-86.259744,05120201,IN,2023,5.01301,unshaded_x,1,0.3402819335460663,0.10094340145587921,adjacent_hydro_cell,4,1,unshaded_x,0.0,0.0,228.4731903076172,81,True,False,False,False,False
110032883896,ASPHALT MATERIALS INC,39.911503,-86.242354,05120201,IN,2023,0.0966,unshaded_x,1,0.0925169289112091,0.022458452731370926,neighboring_land_cell,-4,4,unshaded_x,1.13525390625,60.0,417.8516540527344,81,True,False,False,False,False
110070070106,HEARTLAND FOOD PRODUCTS GROUP,39.906973,-86.238386,05120201,IN,2023,0.0,unshaded_x,1,0.3334971070289612,0.14168097078800201,neighboring_land_cell,1,0,unshaded_x,0.0,152.9705810546875,379.47332763671875,81,True,False,False,False,False
110070224569,PINNACLE OIL HOLDINGS,39.900315,-86.24736,05120201,IN,2023,0.0,unshaded_x,1,0.10265249013900757,0.053469929844141006,neighboring_land_cell,3,-4,unshaded_x,0.9912109375,335.4101867675781,865.8521728515625,81,True,False,False,False,False
110070239050,FOUR O CORP,39.911797,-86.252133,05120201,IN,2023,0.0,unshaded_x,1,0.3046077489852905,0.04765632376074791,neighboring_land_cell,2,2,unshaded_x,1.5213623046875,216.3330841064453,690.65185546875,81,True,False,False,False,False
110002114881,PRC-DESOTO INTERNATIONAL INC.,39.872995,-86.26602,05120201,IN,2023,1440.0,unshaded_x,1,0.14571990072727203,0.03273690864443779,adjacent_hydro_cell,1,-3,unshaded_x,0.0,241.86773681640625,0.0,81,True,False,False,False,False
110003128259,ACCURATE MANUFACTURED PRODUCTS GROUP,39.900381,-86.267014,05120201,IN,2023,0.0,unshaded_x,1,0.06540586799383163,0.021585972979664803,neighboring_land_cell,-3,4,unshaded_x,0.680877685546875,60.0,339.4112548828125,81,True,False,False,False,False
110017392819,LILLY TECHNOLOGY CENTER,39.744526,-86.187136,05120201,IN,2023,10632.0,unshaded_x,1,0.023997297510504723,0.004021201748400927,neighboring_land_cell,-4,2,unshaded_x,2.2836151123046875,611.88232421875,1154.512939453125,81,True,False,False,False,False
110000397712,GARFIELD FACILITY LLC,40.158023,-85.420939,05120201,IN,2023,130.985,unshaded_x,1,0.5519614815711975,0.19217762351036072,neighboring_land_cell,4,0,unshaded_x,0.0,60.0,630.7138671875,81,True,False,True,False,False
110000399916,NCH CORP MOHAWK LABS DIV,39.816478,-86.020477,05120201,IN,2023,6.65,unshaded_x,1,0.027683423832058907,0.011270498856902122,neighboring_land_cell,2,-3,unshaded_x,2.283355712890625,551.5432739257812,379.47332763671875,81,True,False,False,False,False
110003074235,DELAWARE DYNAMICS LLC,40.188309,-85.385468,05120201,IN,2023,2.0,unshaded_x,1,0.013128772377967834,0.002679127035662532,neighboring_land_cell,-2,-3,unshaded_x,4.8416748046875,1206.7310791015625,931.9334716796875,81,True,False,False,False,False
110000402537,MPLX TERMINALS LLC - MUNCIE IN TERMINAL,40.277161,-85.362269,05120201,IN,2023,1398.0,unshaded_x,1,0.3868010938167572,0.07641188055276871,neighboring_land_cell,4,-2,unshaded_x,0.0,30.0,108.16654205322266,81,True,False,False,False,False
110000402555,GKN AEROSPACE MUNCIE INC.,40.157197,-85.421308,05120201,IN,2023,75.74000000000001,unshaded_x,1,0.5519614815711975,0.1575203835964203,office_pixel,0,0,unshaded_x,0.0,60.0,630.7138671875,81,True,False,True,False,False
110000863183,MUNCIE CASTING CORP,40.17243,-85.371467,05120201,IN,2023,0.0,unshaded_x,1,0.49657198786735535,0.0598766952753067,neighboring_land_cell,-3,-4,unshaded_x,0.0,94.86833190917969,1783.17138671875,81,True,False,False,False,False
110071722144,CANPACK US LLC,40.149366,-85.412058,05120201,IN,2023,1560.3,unshaded_x,1,0.6453113555908203,0.2983247935771942,neighboring_land_cell,-4,3,unshaded_x,0.0,174.92855834960938,740.9453125,81,True,False,True,False,False
110043543813,MAGNA POWERTRAIN EAST,40.149397,-85.400859,05120201,IN,2023,0.0,unshaded_x,1,0.789226770401001,0.09751777350902557,neighboring_land_cell,-1,0,unshaded_x,0.0,150.0,637.8087768554688,81,True,False,True,True,False
110069275064,MPT MUNCIE COWAN ROAD,40.151135,-85.404984,05120201,IN,2023,0.0,unshaded_x,1,0.3244388699531555,0.10519318282604218,neighboring_land_cell,-1,4,unshaded_x,0.0,30.0,725.6032104492188,81,True,False,False,False,False
110069620039,SPARTECH LLC,40.178283,-85.37067,05120201,IN,2023,0.0,unshaded_x,1,0.03765532001852989,0.01573980413377285,neighboring_land_cell,-1,3,unshaded_x,2.25347900390625,402.49224853515625,1612.7615966796875,81,True,False,False,False,False
110000792508,ARDAGH GLASS INC,40.172471,-84.988747,05120201,IN,2023,27312.12,unshaded_x,1,0.11473095417022705,0.02174673043191433,adjacent_hydro_cell,-3,-4,sfha,1.318450927734375,84.85281372070312,570.7889404296875,81,True,False,False,False,False
110020518590,TOA WINCHESTER LLC,40.174451,-84.993591,05120201,IN,2023,45.0,unshaded_x,1,0.051565710455179214,0.03198206424713135,neighboring_land_cell,-3,4,unshaded_x,2.063629150390625,150.0,457.93011474609375,81,True,False,False,False,False
110046371582,MURSIX CORP,40.213141,-85.554684,05120201,IN,2023,0.0,unshaded_x,1,0.3032388985157013,0.094196617603302,neighboring_land_cell,3,1,unshaded_x,0.5836181640625,123.69316864013672,134.16407775878906,81,True,False,False,False,False
110008337941,SILVERTOWNE,40.164807,-84.963921,05120201,IN,2023,0.0,unshaded_x,1,0.14578422904014587,0.029268108308315277,adjacent_hydro_cell,4,4,unshaded_x,0.0,30.0,0.0,81,True,False,False,False,False
