key,name,lat,lon,huc,state,year,on_site_release_lb,zone_class,mask_2008_point,p_max,p_mean,n_buffer_cells,d1_eligible,d2,d1_t_0p50,d1_t_0p75,d1_t_0p90
110043659644,O'NEAL MANUFACTURING SERVICES,39.855748,-85.991707,05120201,IN,2023,7.609999999999999,unshaded_x,1,0.2417030781507492,0.07661730796098709,81,True,False,False,False,False
110037389224,POET BIOREFINING ALEXANDRIA LLC,40.295033,-85.652861,05120201,IN,2023,5113.0,unshaded_x,1,0.4771241843700409,0.138451486825943,81,True,False,False,False,False
110000396116,BEST-EVER DAIRY PRODUCTS,40.120921,-85.678339,05120201,IN,2023,5.0,unshaded_x,1,0.39887481927871704,0.09711965173482895,81,True,False,False,False,False
110000396125,SIRMAX N.A. INC,40.087987,-85.699109,05120201,IN,2023,0.0,unshaded_x,1,0.11004320532083511,0.013762123882770538,81,True,False,False,False,False
110070557749,MORIROKU TECHNOLOGY N.A. - A,40.040393,-85.730348,05120201,IN,2023,705.0,unshaded_x,1,0.6954950094223022,0.15012557804584503,81,True,False,True,False,False
110033155920,NESTLE USA INC-ANDERSON,40.040469,-85.74271,05120201,IN,2023,874.0,unshaded_x,1,0.3289982080459595,0.09164056926965714,81,True,False,False,False,False
110011831054,CHEMSTATION OF INDIANA,39.965717,-86.149081,05120201,IN,2023,0.0,unshaded_x,1,0.3334971070289612,0.09106291830539703,81,True,False,False,False,False
110000396161,ELSA LLC,40.266163,-85.816919,05120201,IN,2023,29086.739999999998,unshaded_x,1,0.12873952090740204,0.048787541687488556,81,True,False,False,False,False
110046383196,THURSDAY POOLS,39.934278,-85.837297,05120201,IN,2023,257590.0,unshaded_x,1,0.7688588500022888,0.15194113552570343,81,True,False,True,True,False
110000846167,OWENS BROCKWAY GLASS CONTAINER INC PLANT #08,40.064476,-85.85352,05120201,IN,2023,275.65,unshaded_x,1,0.024334115907549858,0.005328038241714239,81,True,False,False,False,False
110024447133,KING SYSTEMS CORP,40.006082,-86.005744,05120201,IN,2023,38937.99,unshaded_x,1,0.3015707731246948,0.06319630891084671,81,True,False,False,False,False
110070112580,ID CASTINGS LLC,40.031386,-86.014347,05120201,IN,2023,0.1,unshaded_x,1,0.423933207988739,0.03342273458838463,81,True,False,False,False,False
110000396330,INDUSTRIAL DIELECTRICS INC.,40.042518,-86.01527,05120201,IN,2023,17340.0,unshaded_x,1,0.04529524967074394,0.013715021312236786,81,True,False,False,False,False
110000396358,EMC PRECISION II,40.132482,-86.22051,05120201,IN,2023,1.6,unshaded_x,1,0.11458656936883926,0.05448894202709198,81,True,False,False,False,False
110059697289,HELMER SCIENTIFIC TRANE TECHNOLOGIES,39.998517,-85.926669,05120201,IN,2023,20.0,unshaded_x,1,0.3349478244781494,0.0755259245634079,81,True,False,False,False,False
110070943544,OLDCASTLE LAWN & GARDEN,40.018852,-86.028183,05120201,IN,2023,0.02642,shaded_x,1,0.5319865345954895,0.06808464229106903,81,False,False,False,False,False
110041244819,SMC CORP OF AMERICA,40.005571,-85.989373,05120201,IN,2023,0.0,unshaded_x,1,0.2348296046257019,0.09334247559309006,81,True,False,False,False,False
110060259991,VALVOLINE GLOBAL PRODUCTS,40.01025,-86.005465,05120201,IN,2023,0.0,unshaded_x,1,0.3762376308441162,0.07799144089221954,81,True,False,False,False,False
110000396385,COUNTRYMARK REFINING & LOGISTICS LLC,40.042637,-86.222244,05120201,IN,2023,1632.0,unshaded_x,1,0.2864467203617096,0.0929017886519432,81,True,False,False,False,False
110070265855,INDIANA MILLS & MANUFACTURING INC.,40.059128,-86.128643,05120201,IN,2023,279.0,unshaded_x,1,0.6929112672805786,0.17793485522270203,81,True,False,True,False,False
110071428633,RINKER WHITESTOWN PIPE,39.976546,-86.394929,05120201,IN,2023,0.0394,unshaded_x,1,0.2321273386478424,0.0745956152677536,81,True,False,False,False,False
110067114349,WEAS ENGINEERING,40.038238,-86.145955,05120201,IN,2023,0.0,unshaded_x,1,0.2539536952972412,0.028041576966643333,81,True,False,False,False,False
110000396394,ADM MILLING CO,39.730539,-86.092616,05120201,IN,2023,0.0,unshaded_x,1,0.22941571474075317,0.029092764481902122,81,True,False,False,False,False
110000396401,JCI JONES CHEMICALS INC.,39.727962,-86.088634,05120201,IN,2023,1.0,unshaded_x,1,0.166837677359581,0.027331363409757614,81,True,False,False,False,False
110000549817,FGF LLC,39.861611,-86.397018,05120201,IN,2023,27335.0,unshaded_x,1,0.7795918583869934,0.059961166232824326,81,True,False,True,True,False
110070200778,WATER SOLUTIONS UNLIMITED,39.63468,-86.338483,05120201,IN,2023,5.0,unshaded_x,1,0.37362638115882874,0.1227324903011322,81,True,False,False,False,False
110071428631,RINKER GREENFIELD PIPE,39.834384,-85.928091,05120201,IN,2023,0.101,unshaded_x,1,0.07191890478134155,0.02882314845919609,81,True,False,False,False,False
110071721726,SCHLAGE LOCK CO LLC,39.834295,-85.938636,05120201,IN,2023,0.0,unshaded_x,1,0.32354217767715454,0.14165917038917542,81,True,False,False,False,False
110000607816,USB INDIANA LLC,39.573049,-86.369106,05120201,IN,2023,2496.6400000000003,unshaded_x,1,0.19714272022247314,0.04982932284474373,81,True,False,False,False,False
110032987310,SUN POLYMERS INTERNATIONAL INC,39.570385,-86.367574,05120201,IN,2023,490.0,unshaded_x,1,0.5472922325134277,0.16397090256214142,81,True,False,True,False,False
110033201041,NICE-PAK PRODUCTS INC.,39.620812,-86.364427,05120201,IN,2023,460.3,unshaded_x,1,0.3832913041114807,0.09605701267719269,81,True,False,False,False,False
110007362433,ARCOSA LW HPB LLC,39.516925,-86.382386,05120201,IN,2023,1.0,floodway,1,0.7507149577140808,0.1354365348815918,81,False,False,False,False,False
110012273057,TOA (USA) LLC,39.595297,-86.376599,05120201,IN,2023,0.13,unshaded_x,1,0.1938275396823883,0.010418559424579144,81,True,False,False,False,False
110056970461,STEEL DYNAMICS INC-ENGINEERED BAR PRODUCTS DIV,39.874966,-86.482122,05120201,IN,2023,12858.820071099999,unshaded_x,1,0.38664886355400085,0.06271971762180328,81,True,False,False,False,False
110042001062,BODYCOTE THERMAL PROCESSING INC,39.794998,-86.168422,05120201,IN,2023,10.0,unshaded_x,1,0.11202237755060196,0.030748048797249794,81,True,False,False,False,False
110000396839,STERLING FLUID SYSTEMS DBA PEERLESS PUMP CO.,39.793373,-86.168403,05120201,IN,2023,10.25,unshaded_x,1,0.1166887953877449,0.03833127021789551,81,True,False,False,False,False
110001368528,HOLCIM SOLUTIONS & PRODUCTS (US) LLC,39.714514,-86.063512,05120201,IN,2023,0.9768,unshaded_x,1,0.22378133237361908,0.03675533086061478,81,True,False,False,False,False
110001351796,GEIGER & PETERS INC,39.755945,-86.1019,05120201,IN,2023,160.99,unshaded_x,1,0.6245298981666565,0.07661094516515732,81,True,False,True,False,False
110003134796,OLDCASTLE APG - INDIANAPOLIS,39.722601,-86.144265,05120201,IN,2023,0.08669,unshaded_x,1,0.3198660612106323,0.054150164127349854,81,True,False,False,False,False
110000396937,BRULIN HOLDING CO INC.,39.809958,-86.135673,05120201,IN,2023,28.973000000000003,unshaded_x,1,0.028743194416165352,0.012151523493230343,81,True,False,False,False,False
110000742019,ROLLS-ROYCE CORP-INDIANAPOLIS OPERATIONS CAMPUS,39.739703,-86.215876,05120201,IN,2023,33.76,unshaded_x,1,0.2576471269130707,0.10344565659761429,81,True,False,False,False,False
110000396946,ALLISON TRANSMISSION INC,39.781319,-86.237023,05120201,IN,2023,3862.32,unshaded_x,1,0.3060392737388611,0.06777159124612808,81,True,False,False,False,False
110000396955,THOMAS & SKINNER INC,39.799529,-86.139851,05120201,IN,2023,0.0,unshaded_x,1,0.014754180796444416,0.006898264866322279,81,True,False,False,False,False
110000396973,PRYSMIAN CABLES & SYSTEMS USA LLC,39.764276,-86.30165,05120201,IN,2023,37.0,unshaded_x,1,0.37362638115882874,0.07796788215637207,81,True,False,False,False,False
110000396991,IPL HARDING STREET GENERATING STATION,39.711262,-86.187001,05120201,IN,2023,0.0,unshaded_x,1,0.0386882983148098,0.016471542418003082,81,True,False,False,False,False
110000397008,ROYAL SPA CORP,39.685576,-86.196504,05120201,IN,2023,4950.0,unshaded_x,1,0.7735424041748047,0.11286924034357071,81,True,False,True,True,False
110000397026,COLORS INC,39.816444,-86.070513,05120201,IN,2023,10.0,unshaded_x,1,0.5302104353904724,0.06766490638256073,81,True,False,True,False,False
110000397053,MAJOR TOOL & MACHINE INC.,39.792238,-86.133806,05120201,IN,2023,86.0,unshaded_x,1,0.0033169533126056194,0.0011318591423332691,81,True,False,False,False,False
110002114569,GTP LLC./MI-TECH TUNGSTEN METALS LLC,39.807351,-86.090663,05120201,IN,2023,0.0,unshaded_x,1,0.03137384355068207,0.005517791491001844,81,True,False,False,False,False
110000493635,CROSSROAD FARMS DAIRY,39.766979,-86.040514,05120201,IN,2023,0.0,unshaded_x,1,0.27158159017562866,0.07390546798706055,81,True,False,False,False,False
